treatment,sampleHeight,exPeriod,meanRW,seRW,meanRWinc,seRWinc,meancumNCells,secumNCells,meanNCellsinc,seNCellsinc,meanLumenD,seLumenD,meanCWT,seCWT,meanCWTALL,seCWTALL,meancumCWA,secumCWA,meanCWAinc,seCWAinc,meanCWA,seCWA,meanNCells,seNCells,meanLumenDTan,seLumenDTan,meanCWTRad,seCWTRad
chilled,2,2017,848,310.71530377501523,848,310.71530377501523,24.446873941329418,8.601095491458027,24.446873941329418,8.601095491458027,31.23031704182631,0.9895655106098245,3.4846202666028097,0.35358121966490225,3.5675164990421457,0.3664495516701434,11021.181280580855,4157.665561082039,11021.181280580855,4157.665561082039,451.4438885534591,43.386563524223085,0.5746547860345153,0.02282498180684022,27.471959330944777,1.6303192917356204,3.580469013409962,0.391704475413732
chilled,2,2018,572,164.26807358704855,572,164.26807358704855,16.01472380425553,4.191664648388759,16.01472380425553,4.191664648388759,31.8938628831636,2.204001965201084,3.0958164006687947,0.3843889097390549,3.1096775029133097,0.38327972108805214,6128.242275135342,1674.6141291536487,6128.242275135342,1674.6141291536487,422.8300293572985,65.31176834378586,0.5703314219197707,0.04109061666313659,27.873326654474084,1.3460364004750847,3.0777526232456807,0.37622980758062374
chilled,1.5,before,380,129.76902558006668,380,129.76902558006668,7.9915337354748575,2.4506298942555595,7.9915337354748575,2.4506298942555595,41.45760694444444,1.8574913317974184,3.213401388888889,0.06749210024646597,3.1559708333333334,0.06786979254686827,4060.4129152589494,1396.749291197487,4060.4129152589494,1396.749291197487,481.0736546717172,23.179933214394286,0.42439959263048416,0.017888487556684363,30.851145225866212,1.0185278253944972,3.036386111111111,0.0767323880947026
chilled,1.5,during,720,238.99790794063446,340,112.24972160321823,15.90118290841836,4.601789264472535,7.909649172943503,2.189414163943723,32.31524985720782,2.82093441420048,3.151326883792919,0.22988558673249615,3.12133078453947,0.19898304632503203,7612.581669067268,2423.8222707205923,3552.168753808319,1115.903369305641,416.058049013278,36.7090785765373,0.5560902178630913,0.04850422738414192,29.79496851783099,1.2992350961397097,3.070497246070695,0.17485230851772648
chilled,1.5,after,872,294.5912422323515,152,66.51315659326356,21.95415412694388,6.102330056265625,6.052971218525522,1.8036258465809492,15.90825026737968,3.8818733320709202,3.0756360962566847,0.29884509853866903,3.4190681818181816,0.26867782136643664,9945.269620515612,3269.651519010405,2332.687951448343,966.9698297605281,323.1998235294118,50.28034046456539,1.0911323606705021,0.16408117625362628,24.330472555309477,1.5249069755777636,3.6884058823529413,0.26796802932529923
chilled,1.5,2017,948,318.9733531190341,948,318.9733531190341,25.266800051727586,7.519190103283039,25.266800051727586,7.519190103283039,34.13009231515871,1.1944684714628886,3.6053395492933116,0.20246517963444258,3.710588290807756,0.14226849892174687,11859.546726200428,4399.260892679559,11859.546726200428,4399.260892679559,483.16154334983617,33.634624519380814,0.5397989259572493,0.024204739546034703,29.170288878211043,1.220751884651218,3.732631940114414,0.12596023025676853
chilled,1.5,2018,872,294.5912422323515,872,294.5912422323515,21.95415412694388,6.102330056265625,21.95415412694388,6.102330056265625,34.359089309056955,2.005026522733394,3.195109010270775,0.1666775091199035,3.2012319327731094,0.14813104175328648,9945.269620515612,3269.651519010405,9945.269620515612,3269.651519010405,435.6963807338379,26.49534728695239,0.5625037008049978,0.041990588596347654,29.540242036020967,0.8780968195268514,3.161455695611578,0.126497523620196
chilled,1,2017,820,301.3303834663872,820,301.3303834663872,22.618971562809353,7.27762345778715,22.618971562809353,7.27762345778715,31.722632844967094,1.5030902076309713,3.6581733947087662,0.14740889498491197,3.8007852210560205,0.11942034424052468,10613.078250094482,3619.7586735663335,10613.078250094482,3619.7586735663335,498.9836673687424,27.936954885944164,0.5872232714327336,0.04362517404529088,27.587584415621873,1.6478533620176445,3.863986654713527,0.08442071227497298
chilled,1,2018,664,173.59723500102183,664,173.59723500102183,16.35196381756466,3.4681369255460335,16.35196381756466,3.4681369255460335,37.23583213822032,2.0426807154852233,3.286036119711042,0.1943651296792068,3.3202367672026365,0.20582508899274224,7607.021484843665,1959.6528788898024,7607.021484843665,1959.6528788898024,484.9236412572915,43.00524238673913,0.5017744037133586,0.026703701237344453,30.117007665046643,1.300471061865567,3.3293976730250674,0.21806107152392876
chilled,0.5,before,416,127.34205903785283,416,127.34205903785283,9.77597062826922,3.0105020273662952,9.77597062826922,3.0105020273662952,38.34206079915508,1.9732349337711816,3.1849243759901427,0.17026256541312126,3.1412959091709207,0.15003508033788723,4378.425961909031,1272.4194932998726,4378.425961909031,1272.4194932998726,471.25395422472775,29.27815163302916,0.455031662917091,0.022600846304767493,30.117867872220334,0.4671319810122881,3.068487146629115,0.13562269486467793
chilled,0.5,during,1028,321.34716429431893,612,196.22436138257655,26.71421274758103,8.646696714900877,16.93824211931181,5.757870710736272,28.546488197433444,2.6702927894303907,3.7570602741909775,0.2953248472524083,3.7442511238641796,0.25979765681107414,12647.273649577952,4222.142687038444,8268.84768766892,3042.0638928745066,461.78522698448813,36.23727725463687,0.5972448146607916,0.053631090486585035,26.641394874003343,0.7776226429315309,3.684428116531165,0.23474453159706685
chilled,0.5,after,1336,440.51787704927483,308,127.68711759609893,37.15000425035218,12.225166992227159,10.435791502771156,4.115373044567162,18.751355926779315,2.7672856309918843,4.2327332309267796,0.45040229438483853,4.470273713517665,0.36312784433122564,17377.16653257969,5892.324513715742,4729.8928830017385,1896.5713147095814,448.286575561651,49.64589967304307,0.6778416171820756,0.19328349241516474,23.31415771280585,0.32710558523409117,4.5963395417306705,0.3114240728116397
chilled,0.5,2017,1088,316.83434157300564,1088,316.83434157300564,29.612975344037775,8.05098155012273,29.612975344037775,8.05098155012273,30.621746714065907,1.2835417931391415,3.8110597451030745,0.19847288774279562,3.876854412342592,0.17577282329570423,15919.955288374951,4603.186344760154,15919.955288374951,4603.186344760154,492.01695442750497,24.408359613514122,0.5744082336446448,0.02531584345230579,27.445663051846005,0.6492822271970721,3.870988538764363,0.15094409325992195
chilled,0.5,2018,1336,440.51787704927483,1336,440.51787704927483,37.15000425035218,12.225166992227159,37.15000425035218,12.225166992227159,30.409999106128247,1.69169251097548,3.643992402140954,0.27068179781238677,3.6561032013656667,0.24088796716825103,17377.16653257969,5892.324513715742,17377.16653257969,5892.324513715742,463.31988536833677,31.108294623041328,0.5847658062822979,0.03157116979196111,27.293251306038776,0.5887356728579646,3.6193047742410394,0.214580408904465
chilled,NA,before,383,55.71119135420874,383,55.71119135420874,8.230807324156084,1.1169480959753477,8.230807324156084,1.1169480959753477,41.615990616462994,1.087839797919252,3.120585971582785,0.058945530139845145,3.0636530218259685,0.05705861442132113,4003.7796882238663,577.8153175904669,4003.7796882238663,577.8153175904669,490.6984055328735,13.508526036644867,0.42742401086141935,0.010743723037584262,31.522758235011864,0.566352074732391,2.980264988941954,0.05434981943571299
chilled,NA,during,774,120.66569738875995,391,70.11982225935981,18.206576151239357,2.814980536558652,9.975768827083275,1.8201244552381233,30.843736812584513,1.5464734936598339,3.370099556534771,0.13899715055244258,3.399567808334839,0.1237345895246821,8784.291287796035,1456.200280777201,4780.511599572169,985.3819869209378,445.3641829903948,22.85415864515472,0.5861826390903272,0.030915879610038485,29.113311585354406,0.6745124647995996,3.39664509351673,0.11544478838093233
chilled,NA,after,968,161.4630477523377,194,45.74759125094083,25.15476543068377,4.0426363536239664,6.948189279444413,1.4018629498069384,17.784608446515094,2.050402118010078,3.546843482621809,0.2318078304800911,3.961384396435364,0.25586747997786713,11712.080699305821,2017.0325113508902,2927.789411509787,640.1738276795554,398.63704638778154,27.543928868898096,0.7782582962178828,0.10909173363402061,24.859524607624405,0.71787690880117,4.303475737790162,0.31358555878191796
chilled,NA,2017,930.6666666666666,121.79399729780519,930.6666666666666,121.79399729780519,25.052833590993966,2.97472881235654,25.052833590993966,2.97472881235654,32.82437766261078,0.5793559968293777,3.5346646211631363,0.09123898266997883,3.619787172746805,0.08590479051477139,11847.57722501041,1593.5623734331236,11847.57722501041,1593.5623734331236,474.0774262001122,12.847728065082164,0.558331370562475,0.011350872585528322,28.553071256838347,0.5164255976232505,3.6377949830293166,0.0847092470459459
chilled,NA,2018,851.3333333333334,116.88950803268276,851.3333333333334,116.88950803268276,22.16429155742588,2.9044409501730146,22.16429155742588,2.9044409501730146,34.19067688956187,0.8732067080187712,3.269431556571405,0.10055042098862055,3.3000984414494394,0.0978998485016639,10097.264426200383,1454.6066186542673,10097.264426200383,1454.6066186542673,458.4778612574116,16.531508045862463,0.5509804686087193,0.014518650203832102,29.361263652014088,0.4608778800816719,3.2943177884048773,0.0962698949976378
control,4,before,472,245.16117147705097,472,245.16117147705097,8.871861270078764,4.083088086001812,8.871861270078764,4.083088086001812,45.044400793650794,3.2162523581284077,3.171174603174603,0.2563260114696881,3.10609126984127,0.2352426498498731,4737.8433760876005,2168.277254146084,4737.8433760876005,2168.277254146084,528.952396031746,57.914218000004546,0.4029514925681043,0.029811991688396842,32.4016736636774,1.7330710740176407,3.004480158730159,0.20950632709501774
control,4,during,1004,440.97165441783216,532,211.62230506258078,19.90725517017537,7.731406119841351,11.035393900096608,4.023761505265561,34.31188845135447,4.873332156197457,3.79395246565732,0.41003253579412635,3.7215857401498176,0.33279561443840305,11483.335413213481,4791.883224538535,6745.49203712588,2755.9208694816443,527.014804180602,80.06076874569237,0.5519010318865843,0.11947416889653732,29.684376950119407,1.6678291702033001,3.6097087401271866,0.2719031512681089
control,4,after,1184,532.1804205342395,180,91.65151389911681,26.269753784556507,10.261685547342292,6.362498614381134,2.572674960092218,17.637496150362317,3.078170102420938,4.569366847826087,0.6010528749539187,5.082492300724637,0.5245447992651251,15212.551148425195,6597.246701356674,3729.2157352117133,1812.7943593026357,547.3754924242425,85.26387801991352,0.7073776799009555,0.20025392490298347,24.897321628903395,1.7731432418752255,5.409536911231884,0.5028500194520451
control,4,2017,1008,428.7936566694988,1008,428.7936566694988,23.578776688905005,8.991929644984372,23.578776688905005,8.991929644984372,36.269451163199506,1.9510307832554321,3.3698353304495505,0.27544999340693566,3.4115340301692454,0.2312000841746407,12731.773711384669,5538.879566001121,12731.773711384669,5538.879566001121,505.81294128252256,50.92866250455439,0.5228810653334589,0.03583061642083188,31.329455814550943,0.9205335348153646,3.4073066975089352,0.19201489555302195
control,4,2018,1184,532.1804205342395,1184,532.1804205342395,26.269753784556507,10.261685547342292,26.269753784556507,10.261685547342292,37.359520245534725,2.430010348066858,3.6174006529595917,0.381644101482897,3.6063809748864792,0.346594884958571,15212.551148425195,6597.246701356674,15212.551148425195,6597.246701356674,530.223638545226,65.41551526324396,0.5097539379823705,0.03982977491795515,30.320022989334845,1.4781091615691822,3.537843871261478,0.3123352265995235
control,2.5,before,428,175.79533554676584,428,175.79533554676584,8.238935714929077,2.8682519438464267,8.238935714929077,2.8682519438464267,43.83042624042624,3.3308629358735433,3.0867544122544124,0.17410890022844258,3.048262607762608,0.15367367632195073,4489.910913926123,1899.1843092828349,4489.910913926123,1899.1843092828349,498.3418896841033,49.92754025899034,0.41449041819396193,0.03456208032707276,31.524467322955683,1.0560850532665629,2.973059348059348,0.13648251135913664
control,2.5,during,1028,440.16360594669794,600,271.0719461692781,21.789923251933818,7.756982488132455,13.550987537004742,5.091308731169367,31.469278579426536,4.96820197360451,3.8085325600015887,0.40100352172155646,3.811303740121803,0.30265297586712486,12538.556368999387,5632.864999473013,8048.645455073265,3813.8682320794505,522.6988834822652,75.87276282804149,0.604801582291382,0.12890306610361796,28.777866151448084,1.2786480660587647,3.7485944282376775,0.21891275145474098
control,2.5,after,1176,524.8009146333493,148,90.24411338142782,27.10533701029114,10.217151222755085,5.315413758357324,2.6613983892276405,14.124708333333333,4.023525758524964,4.569875730994152,0.7390805928011244,5.209641812865497,0.49600208478678615,15789.01703805145,7431.162373097276,3250.4606690520623,1929.9428984496885,539.2558245614035,110.00782224402114,0.8519413624883778,0.2723330579590721,22.86164757223112,2.0600484012993023,5.850099415204678,0.3413139834129952
control,2.5,2017,1056,357.9050153322806,1056,357.9050153322806,25.527169496621433,6.750217934695324,25.527169496621433,6.750217934695324,36.32624581320451,1.9708426114358661,3.3901141706924314,0.29257383193507863,3.3867333333333334,0.2380758362941534,13450.31016498344,5522.06474540691,13450.31016498344,5522.06474540691,494.80874791956256,55.04949413518667,0.5176557701668757,0.03880482815817463,30.010679314385598,0.6975185415633471,3.345342431561997,0.19009234127926788
control,2.5,2018,1176,524.8009146333493,1176,524.8009146333493,27.10533701029114,10.217151222755085,27.10533701029114,10.217151222755085,35.35260980655585,2.9441046597043457,3.6148325402593273,0.3599882927970834,3.627951111538106,0.30245092268162077,15789.01703805145,7431.162373097276,15789.01703805145,7431.162373097276,517.5293787856432,66.80819498548455,0.5411689606163876,0.05921546370627407,29.50817992839659,0.8758970269434292,3.5981276599409817,0.25011822486007224
control,2,2017,916,481.84644857049636,916,481.84644857049636,21.35684060655556,9.196543702329215,21.35684060655556,9.196543702329215,32.04989082792757,5.028399830314562,3.293325641025641,0.36397599898475363,3.3460912241509075,0.2944318092732772,11358.339583447141,6625.339244593804,11358.339583447141,6625.339244593804,453.2929147098516,72.95913200199544,0.6280316779097159,0.109840865573448,29.751030798059276,1.476293630082694,3.3257719179200467,0.23210543955047014
control,2,2018,1184,597.6754972390954,1184,597.6754972390954,26.934485136908243,11.149134235691136,26.934485136908243,11.149134235691136,34.93081602254219,2.8176187892731575,3.677501950007676,0.4391224275074167,3.6960597158104194,0.37577699947037524,17155.322186817568,8725.286433959407,17155.322186817568,8725.286433959407,527.3459979624422,81.58895933823607,0.5531566945845863,0.0628240491840222,29.435864446270728,1.7614710917769585,3.647643578125441,0.3397586757895739
control,1.5,before,484,194.6689497583012,484,194.6689497583012,9.623457791263855,3.6326463897967707,9.623457791263855,3.6326463897967707,45.089401260504204,2.4403734525107454,3.195455357142857,0.15656845619969997,3.144793767507003,0.15505960060588886,5065.202191438228,2220.2564251177573,5065.202191438228,2220.2564251177573,538.958201635514,34.20769588385283,0.3967399751245245,0.021540787742798686,31.84504188375358,0.8072715025111664,3.0566780462184875,0.1450957735989798
control,1.5,during,1208,481.77173017934535,724,288.88752136428457,26.140602305020636,9.387203222397183,16.517144513756783,5.8256837566275035,33.590574807832404,3.532152266442508,4.148592968469439,0.38078239500182853,4.1481554471098105,0.28928836089024035,15470.87136899543,6295.659428666086,10405.669177557202,4170.251085679634,564.5754748089081,61.03664410739688,0.5422309721217438,0.07385669156439184,28.8236100027543,1.0586480015985595,4.089213532908232,0.2205679383582215
control,1.5,after,1408,580.7099103683352,200,113.66617790706258,32.9445337844229,12.337474858312794,6.803931479402265,3.4746004492547997,19.68727380952381,5.555426402437245,5.202513888888889,0.46558698008059207,5.582617063492064,0.19487988396543848,19346.903185786327,7990.5243726225135,3876.0318167908954,2062.812756576047,626.0539532019704,86.51064640154144,0.5023605340669794,0.23316684946073857,24.939077852140283,3.061681385067059,5.914525793650793,0.23826856985258899
control,1.5,2017,1132,471.1942274688857,1132,471.1942274688857,27.411720252137812,10.405038475681765,27.411720252137812,10.405038475681765,37.22108950811251,1.6293621529083386,3.518903321764821,0.25207515100192757,3.529933632386707,0.22216112504305674,14426.733959711612,6776.924144777304,14426.733959711612,6776.924144777304,510.6412527560236,48.37971074935521,0.5028689523114422,0.030227495564928344,30.239461569493987,0.732956211473972,3.500590198210233,0.1948907303438369
control,1.5,2018,1408,580.7099103683352,1408,580.7099103683352,32.9445337844229,12.337474858312794,32.9445337844229,12.337474858312794,36.45946432060043,2.08835502244822,3.893910636343717,0.3185196269736984,3.8972845810378733,0.2594725261634511,19346.903185786327,7990.5243726225135,19346.903185786327,7990.5243726225135,559.9466436579489,51.13863295571909,0.5094508952035616,0.038119541900603404,29.631643488636247,0.7902304926990207,3.857111600652177,0.19986336646229655
control,1,2017,1116,473.09195723453166,1116,473.09195723453166,27.064099236366275,9.88684197831752,27.064099236366275,9.88684197831752,35.79987112022374,1.495591568256797,3.284171281275498,0.20018883628604456,3.3196664051249862,0.1748972715169847,13189.531504539858,5891.838860153727,13189.531504539858,5891.838860153727,464.66112008946044,32.90302430458415,0.5212211780028421,0.033772749704259225,28.805482959847616,0.9811487095428095,3.302976768257057,0.16446930379344543
control,1,2018,1444,678.1563241613248,1444,678.1563241613248,33.66543610168626,13.839190310577795,33.66543610168626,13.839190310577795,35.08131090758052,1.8047549998002013,3.6295779287349457,0.3129580187144744,3.622678398067544,0.26130073372037793,18413.42012302143,8597.005394485377,18413.42012302143,8597.005394485377,498.0355260416667,43.486970416750474,0.533314335871376,0.04457077294858653,27.866790808794875,0.7513705126547081,3.5701521544892847,0.23024207911139352
control,0.5,before,452,220.0545386943882,452,220.0545386943882,9.137480918625275,4.124824317205063,9.137480918625275,4.124824317205063,41.3643376167692,2.0787794351018376,3.1684344155844157,0.17361023542582846,3.138641672362725,0.15677079223499932,5029.502283249788,2464.8899750802325,5029.502283249788,2464.8899750802325,494.4685289524316,29.063481530805504,0.4273200107086264,0.022485472589992266,30.124508136538704,0.8823359477203617,3.074085099111415,0.1472441612577462
control,0.5,during,1304,618.6242801571888,852,398.8282838515844,28.03563873696931,11.663106924819393,18.898157818344036,7.585219633300231,33.83631866880897,2.1678498748329664,3.987943062012854,0.3872740192327493,3.979139661675555,0.3315823203858313,17216.242306102406,8233.004058408276,12186.74002285262,5778.021301646268,548.0927096312503,54.852960829472366,0.5218171420850485,0.05420054912418848,27.306474033571554,0.25377897308713354,3.9412647448607503,0.27382497907021464
control,0.5,after,1536,718.2033138325108,232,110.38115781237303,35.65574258305557,14.149697164244504,7.62010384608626,2.9557814097364616,19.06516950321184,4.292278300987248,4.674393040427315,0.6063169498531387,5.090429278382907,0.5498233410640175,21735.98361404579,10080.2322884413,4519.741307943382,2069.6920517331096,534.0222830959364,92.92000568051863,0.6996813054955068,0.22379758366472058,23.006533654159817,0.8147844070355972,5.383247852953498,0.5657683823848372
control,0.5,2017,1108,495.96774088644105,1108,495.96774088644105,27.412102260785016,11.1371759504543,27.412102260785016,11.1371759504543,34.24499808234829,1.5604156889462097,3.464383541273057,0.2444684247156204,3.506503037952772,0.20848421466574332,14733.68808701352,7194.911132595831,14733.68808701352,7194.911132595831,478.0085888918704,42.03062906533672,0.5323400910956428,0.030562597155822973,28.250297185331224,0.5924396773136827,3.530337829934068,0.17768622404406056
control,0.5,2018,1536,718.2033138325108,1536,718.2033138325108,35.65574258305557,14.149697164244504,35.65574258305557,14.149697164244504,33.57613696456903,2.100912691529004,3.8646420466140654,0.3231024549715607,3.911617209741912,0.26946594033530785,21735.98361404579,10080.2322884413,21735.98361404579,10080.2322884413,529.169168180194,51.001565331637146,0.5486983405103525,0.04648735563356225,27.43455505767734,0.5573026122329474,3.9105069305279363,0.21969595966202812
control,NA,before,459,96.73049919071134,459,96.73049919071134,8.967933923724242,1.7069294452387498,8.967933923724242,1.7069294452387498,43.83214147783761,1.3377270012663027,3.155454697039072,0.08954709764500876,3.1094473293684013,0.08241084259020132,4830.614691175435,1009.6473266905746,4830.614691175435,1009.6473266905746,515.1802540759487,20.8106254850914,0.4103754741488043,0.012955728999188941,31.473922751731344,0.5737474422037829,3.0270756630298523,0.07500267727070634
control,NA,during,1136,231.5421980410573,677,140.6247339178769,23.968354866024786,4.320806171150911,15.000420942300542,2.7377959278856174,33.30201512685559,1.8749729605820937,3.9347552640353003,0.18424599964847804,3.9150461472642464,0.14914593186325975,14177.251364327676,2967.560154867906,9346.636673152241,2017.3827871243368,540.5954680257564,31.776120584337065,0.5551876820961896,0.04600974754141909,28.648081784473337,0.5772941723667179,3.8471953615334615,0.12115028116496379
control,NA,after,1326,274.82472883448344,190,47.339757409379985,30.49384179058153,5.513684334609701,6.525486924556746,1.3611688053892703,17.491421158413427,1.9322125417311131,4.724138942910459,0.28858900632434054,5.218540317224558,0.22516850447401066,18021.11374657719,3778.836251035292,3843.862382249513,910.6245340568989,557.3850839954827,43.59001905489451,0.690340220487955,0.11101831822811653,23.85861633183988,0.8932596004583544,5.621007606567508,0.21255125514824438
control,NA,2017,1056,169.13953975355963,1056,169.13953975355963,25.391784756895184,3.5515382938467495,25.391784756895184,3.5515382938467495,35.31859108583602,1.0137442614137033,3.3867888810801663,0.10373405242279532,3.4167436105196587,0.08700469281164827,13315.06283518004,2345.6369686724956,13315.06283518004,2345.6369686724956,484.5375942748819,19.65235626231173,0.537499789136663,0.02166444322600944,29.731067940278106,0.396813137677112,3.402054307232056,0.07346028543133845
control,NA,2018,1322,227.96722894149582,1322,227.96722894149582,30.42921473348677,4.546353115047004,30.42921473348677,4.546353115047004,35.45997637789713,0.918414858483764,3.7163109591532204,0.1349779357307676,3.7269953318470557,0.11605081694969102,17942.19954935796,3113.0726351942003,17942.19954935796,3113.0726351942003,527.0417255288535,23.001273913164827,0.5325905274614391,0.018627531502075495,29.032842786518437,0.45822954534084775,3.6868976324995497,0.10146420363876764
